"State Code","Year","Beach ID","Beach Name","County","Beach Status","Swim Status","Reported","Posted onInternet","Published inNewspaper","Sent toPhone LIst","Announcedon Radio","Posted atthe Beach","Announcedon TV","Provided Resultson Request","Other"
"PR","2009","PR752704","PLAYA EL ALAMBIQUE, CAROLINA","CAROLINA","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"MD","2011","MD977457","Camp Mardela","CAROLINE","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD977457","Camp Mardela","CAROLINE","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD977457","Camp Mardela","CAROLINE","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD324429","Camp Todd","CAROLINE","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD324429","Camp Todd","CAROLINE","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD324429","Camp Todd","CAROLINE","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"NH","2004","NH770875","CAMP SENTINEL BAPTIST","CARROLL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","Yes","-"
"NH","2004","NH905217","CONWAY LAKE TB","CARROLL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","Yes","-"
"NH","2004","NH507700","CRYSTAL LAKE TB","CARROLL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","Yes","-"
"MD","2011","MD864927","Cascade Lake","CARROLL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD864927","Cascade Lake","CARROLL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD864927","Cascade Lake","CARROLL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"NH","2004","NH091573","DUNCAN LAKE TB","CARROLL","Reporting","No advisory or closure","null","Yes","Yes","Yes","-","Yes","Yes","Yes","-"
"NH","2004","NH933504","ECHO LAKE SP","CARROLL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","Yes","-"
"NH","2004","NH301633","LAKE WENTWORTH ALBEE BEACH","CARROLL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","Yes","-"
"NH","2004","NH569961","LAKE WENTWORTH SP","CARROLL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","Yes","-"
"NH","2004","NH303691","LAKE WINNIPESAUKEE BREWSTER BEACH","CARROLL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","Yes","-"
"NH","2004","NH630755","LAKE WINNIPESAUKEE PB","CARROLL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","Yes","-"
"NH","2004","NH612866","LAKE WINNIPESAUKEE STATES LANDING TB","CARROLL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","Yes","-"
"NH","2004","NH283207","LAKE WINNIPESAUKEE WAWBEEK CONDO ASSOC BEACH","CARROLL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","Yes","-"
"NH","2004","NH228572","LOVELL POND TB","CARROLL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","Yes","-"
"NH","2004","NH722161","MELVIN VILLAGE TOWN PIER","CARROLL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","Yes","-"
"NH","2004","NH243754","MILL POND BEACH","CARROLL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","Yes","-"
"NH","2004","NH889000","MIRROR LAKE BEACH","CARROLL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","Yes","-"
"NH","2004","NH635571","MOORES POND SKI AND BEACH","CARROLL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","Yes","-"
"NH","2004","NH555959","SACO RIVER DAVIS PARK REC AREA","CARROLL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","Yes","-"
"NH","2004","NH686976","SACO RIVER FIRST BRIDGE REC AREA","CARROLL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","Yes","-"
"NH","2004","NH315219","SACO RIVER SMITH EASTMAN REC AREA","CARROLL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","Yes","-"
"NH","2004","NH046624","SILVER LAKE MONUMENT BEACH","CARROLL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","Yes","-"
"NH","2004","NH798627","WHITE LAKE SP","CARROLL","Reporting","No advisory or closure","null","Yes","Yes","Yes","-","Yes","Yes","Yes","-"
"NC","2020","NC997135","Beaufort","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2020","NC381539","Beaufort","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2017","NC381539","Beaufort","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2017","NC997135","Beaufort","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2004","NC381539","Beaufort","CARTERET","Reporting","No advisory or closure","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2004","NC997135","Beaufort","CARTERET","Reporting","No advisory or closure","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2020","NC722475","Cape Carteret","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2020","NC615139","Cape Carteret","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2017","NC615139","Cape Carteret","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2017","NC722475","Cape Carteret","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2020","NC456163","Emerald Isle","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2020","NC244236","Emerald Isle","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2020","NC147416","Emerald Isle","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2020","NC927355","Emerald Isle","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2017","NC927355","Emerald Isle","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2017","NC147416","Emerald Isle","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2017","NC244236","Emerald Isle","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2017","NC456163","Emerald Isle","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2004","NC147416","Emerald Isle","CARTERET","Reporting","No advisory or closure","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2004","NC244236","Emerald Isle","CARTERET","Reporting","No advisory or closure","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2020","NC852484","Morehead City","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2020","NC659044","Morehead City","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2017","NC659044","Morehead City","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2017","NC852484","Morehead City","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2004","NC852484","Morehead City","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2004","NC659044","Morehead City","CARTERET","Reporting","No advisory or closure","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2020","NC272309","Ocean","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2017","NC272309","Ocean","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2004","NC272309","Ocean","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2020","NC101248","Radio Island","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2017","NC101248","Radio Island","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2004","NC101248","Radio Island","CARTERET","Reporting","No advisory or closure","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2004","NC252361","10th St. Boat Ramp and Access Area","CARTERET","Reporting","No advisory or closure","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2020","NC345060","Atlantic Beach","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2020","NC343007","Atlantic Beach","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2020","NC714613","Atlantic Beach","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2020","NC895537","Atlantic Beach","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2020","NC411851","Atlantic Beach","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2020","NC643293","Atlantic Beach","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2017","NC343007","Atlantic Beach","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2017","NC895537","Atlantic Beach","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2017","NC345060","Atlantic Beach","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2017","NC714613","Atlantic Beach","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2017","NC411851","Atlantic Beach","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2017","NC643293","Atlantic Beach","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2004","NC343007","Atlantic Beach","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2004","NC643293","Atlantic Beach","CARTERET","Reporting","No advisory or closure","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2004","NC345060","Atlantic Beach","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2004","NC411851","Atlantic Beach","CARTERET","Reporting","No advisory or closure","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2004","NC714613","Atlantic Beach","CARTERET","Reporting","No advisory or closure","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2004","NC895537","Atlantic Beach","CARTERET","Reporting","No advisory or closure","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2020","NC888920","Barden Inlet","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2017","NC888920","Barden Inlet","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2004","NC888920","Barden Inlet","CARTERET","Reporting","No advisory or closure","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2020","NC730320","Beaufort","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2020","NC935797","Beaufort","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2020","NC907794","Beaufort","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2020","NC380630","Beaufort","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2020","NC179171","Beaufort","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2017","NC730320","Beaufort","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2017","NC380630","Beaufort","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2017","NC935797","Beaufort","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2017","NC907794","Beaufort","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2017","NC179171","Beaufort","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2004","NC730320","Beaufort","CARTERET","Reporting","No advisory or closure","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2004","NC935797","Beaufort","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2004","NC380630","Beaufort","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2004","NC179171","Beaufort","CARTERET","Reporting","No advisory or closure","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2020","NC623291","Bogue","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2017","NC623291","Bogue","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2004","NC623291","Bogue","CARTERET","Reporting","No advisory or closure","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2004","NC991171","Bogue Sd.- Archer Point","CARTERET","Historical","Inactive","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2004","NC350326","Bogue Sound- 750 yds. E. of Atlantic Beach Bridge, N side","CARTERET","Historical","Inactive","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2004","NC212551","Broad Crk. - Highway 24 bridge","CARTERET","Historical","Inactive","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2020","NC347773","Cape Lookout","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2017","NC347773","Cape Lookout","CARTERET","Reporting","No advisory or closure","null","-","-","-","Yes","-","-","-","-"
"NC","2004","NC533984","Cape Lookout Coast Guard Dock","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2020","NC134999","Cedar Island","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2020","NC434812","Cedar Island","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2017","NC434812","Cedar Island","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2017","NC134999","Cedar Island","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2020","NC254979","Cedar Point","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2017","NC254979","Cedar Point","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2004","NC254979","Cedar Point","CARTERET","Reporting","No advisory or closure","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2020","NC106127","Core Banks","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2020","NC861560","Core Banks","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2017","NC861560","Core Banks","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2017","NC106127","Core Banks","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2004","NC309051","Core Creek- 350 yds. N. of Hwy. 101","CARTERET","Historical","Inactive","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2004","NC897006","Core Sound White Point","CARTERET","Historical","Inactive","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2004","NC166083","Drum Inlet N side (inside)","CARTERET","Historical","Inactive","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2020","NC952661","Emerald Isle","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2020","NC511988","Emerald Isle","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2020","NC377628","Emerald Isle","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2020","NC475791","Emerald Isle","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2017","NC952661","Emerald Isle","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2017","NC377628","Emerald Isle","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2017","NC475791","Emerald Isle","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2017","NC511988","Emerald Isle","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2004","NC377628","Emerald Isle","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2004","NC475791","Emerald Isle","CARTERET","Reporting","No advisory or closure","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2004","NC511988","Emerald Isle","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2004","NC952661","Emerald Isle","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2020","NC852895","Harkers Island","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2020","NC626501","Harkers Island","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2020","NC341418","Harkers Island","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2017","NC626501","Harkers Island","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2017","NC852895","Harkers Island","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2017","NC341418","Harkers Island","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2004","NC341418","Harkers Island","CARTERET","Reporting","No advisory or closure","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2004","NC852895","Harkers Island","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2004","NC626501","Harkers Island","CARTERET","Reporting","No advisory or closure","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2004","NC231160","Headen Ln. Salter Path- Soundside ~200 yds. offshore","CARTERET","Historical","Inactive","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2004","NC968903","ICW, Marker #44","CARTERET","Historical","Inactive","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2004","NC890604","ICW- marker #40A, by island","CARTERET","Historical","Inactive","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2020","NC102958","Indian Beach","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2017","NC102958","Indian Beach","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2020","NC204538","Merrimon","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2020","NC444349","Merrimon","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2017","NC444349","Merrimon","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2017","NC204538","Merrimon","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2004","NC444349","Merrimon","CARTERET","Reporting","No advisory or closure","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2020","NC958671","Moreheach City","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2017","NC958671","Moreheach City","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2004","NC958671","Moreheach City","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2020","NC160448","Morehead City","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2020","NC727802","Morehead City","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2020","NC135340","Morehead City","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2017","NC135340","Morehead City","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2017","NC160448","Morehead City","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2017","NC727802","Morehead City","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2004","NC722020","N end of Old Ferry Rd., Soundside","CARTERET","Historical","Inactive","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2020","NC320933","Newport","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2017","NC320933","Newport","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2004","NC320933","Newport","CARTERET","Reporting","No advisory or closure","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2020","NC951761","Otway","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2017","NC951761","Otway","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2004","NC951761","Otway","CARTERET","Reporting","No advisory or closure","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2020","NC115357","Pine Knoll Shores","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2020","NC152475","Pine Knoll Shores","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2020","NC737019","Pine Knoll Shores","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2017","NC115357","Pine Knoll Shores","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2017","NC737019","Pine Knoll Shores","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2017","NC152475","Pine Knoll Shores","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2004","NC115357","Pine Knoll Shores","CARTERET","Reporting","No advisory or closure","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2020","NC429821","Salter Path","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2020","NC120547","Salter Path","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2017","NC120547","Salter Path","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2017","NC429821","Salter Path","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2004","NC120547","Salter Path","CARTERET","Reporting","No advisory or closure","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2004","NC429821","Salter Path","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2020","NC586930","South River","CARTERET","Reporting","No advisory or closure","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2017","NC586930","South River","CARTERET","Reporting","No advisory or closure","Y","-","-","-","Yes","-","-","-","-"
"NC","2004","NC586930","South River","CARTERET","Reporting","No advisory or closure","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2020","NC189579","Town Creek","CARTERET","Historical","Inactive","Y","Yes","Yes","-","Yes","Yes","Yes","-","-"
"NC","2017","NC189579","Town Creek","CARTERET","Historical","Inactive","null","-","-","-","Yes","-","-","-","-"
"NC","2004","NC189579","Town Creek","CARTERET","Historical","Inactive","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NC","2004","NC672893","Whitehurst Island E of Marker 24","CARTERET","Historical","Inactive","null","Yes","Yes","Yes","-","Yes","-","-","-"
"NY","2004","NY769108","FAIR HAVEN BEACH STATE PARK","CAYUGA","Historical","Inactive","null","Yes","Yes","Yes","Yes","Yes","Yes","-","Yes"
"NY","2004","NY537776","FAIR HAVEN BEACH STATE PARK - CHANNEL","CAYUGA","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","Yes"
"NY","2004","NY446192","FAIR HAVEN BEACH STATE PARK - EAST","CAYUGA","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","Yes"
"NY","2004","NY543959","FAIR HAVEN BEACH STATE PARK - WEST","CAYUGA","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","Yes"
"MD","2011","MD211355","Buttonwood Beach","CECIL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD211355","Buttonwood Beach","CECIL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD211355","Buttonwood Beach","CECIL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD754215","CRYSTAL BEACH MANOR","CECIL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD754215","CRYSTAL BEACH MANOR","CECIL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD754215","CRYSTAL BEACH MANOR","CECIL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD935323","Camp Rodney","CECIL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD909497","Camp Wapiti","CECIL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD020325","Carpenters Point Beach","CECIL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD832455","Charlestown Manor","CECIL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD832455","Charlestown Manor","CECIL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD832455","Charlestown Manor","CECIL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD726091","Chesapeake Isle","CECIL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD726091","Chesapeake Isle","CECIL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD726091","Chesapeake Isle","CECIL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD730255","Chestnut Point Marina Camp","CECIL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
