"State Code","Year","Beach ID","Beach Name","County","Beach Status","Swim Status","Reported","Posted onInternet","Published inNewspaper","Sent toPhone LIst","Announcedon Radio","Posted atthe Beach","Announcedon TV","Provided Resultson Request","Other"
"VA","2011","MD613035","Assateague Virginia","ACCOMACK","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"VA","2009","MD613035","Assateague Virginia","ACCOMACK","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"VA","2005","MD613035","Assateague Virginia","ACCOMACK","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"PR","2014","PR273514","BALNEARIO PICO DE PIEDRA, AGUADA","AGUADA","Reporting","No advisory or closure","Y","-","Yes","-","-","-","-","-","-"
"PR","2009","PR273514","BALNEARIO PICO DE PIEDRA, AGUADA","AGUADA","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"PR","2008","PR273514","BALNEARIO PICO DE PIEDRA, AGUADA","AGUADA","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"PR","2005","PR273514","BALNEARIO PICO DE PIEDRA, AGUADA","AGUADA","Reporting","No advisory or closure","null","Yes","Yes","-","-","-","-","-","-"
"PR","2014","PR259693","BALNEARIO CRASH BOAT, AGUADILLA","AGUADILLA","Reporting","No advisory or closure","Y","-","Yes","-","-","-","-","-","-"
"PR","2009","PR259693","BALNEARIO CRASH BOAT, AGUADILLA","AGUADILLA","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"PR","2008","PR259693","BALNEARIO CRASH BOAT, AGUADILLA","AGUADILLA","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"PR","2005","PR259693","BALNEARIO CRASH BOAT, AGUADILLA","AGUADILLA","Reporting","No advisory or closure","null","Yes","Yes","-","-","-","-","-","-"
"AK","2018","AK723857","Airport Beach (North End)","ALEUTIANS EAST","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"AK","2018","AK711796","Inside Reef","ALEUTIANS EAST","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"AK","2018","AK988981","Nora's Point","ALEUTIANS EAST","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"AK","2018","AK126287","Outside Strait Reef","ALEUTIANS EAST","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"AK","2018","AK586603","Pirate's Cove","ALEUTIANS EAST","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"AK","2018","AK777617","Red Cove","ALEUTIANS EAST","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"AK","2018","AK818843","Salmon Ranch Beach","ALEUTIANS EAST","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"AK","2018","AK793853","Sandollar Beach","ALEUTIANS EAST","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"AK","2018","AK801679","Sandy Beach (Unga Island)","ALEUTIANS EAST","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"AK","2018","AK217786","Agamigik Bay","ALEUTIANS WEST","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"AK","2018","AK724116","Bayview","ALEUTIANS WEST","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"AK","2018","AK652636","Broad Bay","ALEUTIANS WEST","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"AK","2018","AK913788","Broad Bay Falls","ALEUTIANS WEST","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"AK","2018","AK636039","Gorbatch Beach","ALEUTIANS WEST","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"AK","2018","AK867267","Humpy Cove","ALEUTIANS WEST","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"AK","2018","AK620789","Little South America (East)","ALEUTIANS WEST","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"AK","2018","AK442123","Little South America (West)","ALEUTIANS WEST","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"AK","2018","AK784292","Lukanin Beach","ALEUTIANS WEST","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"AK","2018","AK210817","Morris Cove","ALEUTIANS WEST","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"AK","2018","AK636921","Nateekin Bay","ALEUTIANS WEST","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"AK","2018","AK386380","North Beach East","ALEUTIANS WEST","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"AK","2018","AK984178","North Beach West","ALEUTIANS WEST","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"AK","2018","AK650918","Peace of Mind Cabin","ALEUTIANS WEST","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"AK","2018","AK847744","Salt Lagoon Beach","ALEUTIANS WEST","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"AK","2018","AK508467","Summer Bay","ALEUTIANS WEST","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"AK","2018","AK831483","Ugadaga Bay","ALEUTIANS WEST","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"MD","2011","MD567569","Camp Potomac Boyscout Beach","ALLEGANY","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD567569","Camp Potomac Boyscout Beach","ALLEGANY","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD567569","Camp Potomac Boyscout Beach","ALLEGANY","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD281694","Rocky Gap State Park - Campers Beach","ALLEGANY","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD281694","Rocky Gap State Park - Campers Beach","ALLEGANY","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD281694","Rocky Gap State Park - Campers Beach","ALLEGANY","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD509628","Rocky Gap State Park - Cove Beach","ALLEGANY","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD509628","Rocky Gap State Park - Cove Beach","ALLEGANY","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD509628","Rocky Gap State Park - Cove Beach","ALLEGANY","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD200470","Rocky Gap State Park - Main Beach","ALLEGANY","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD200470","Rocky Gap State Park - Main Beach","ALLEGANY","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD200470","Rocky Gap State Park - Main Beach","ALLEGANY","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"PR","2009","PR445257","BALNEARIO DE ANASCO","ANASCO","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"PR","2008","PR445257","BALNEARIO DE ANASCO","ANASCO","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"PR","2005","PR445257","BALNEARIO DE ANASCO","ANASCO","Reporting","No advisory or closure","null","Yes","Yes","-","-","-","-","-","-"
"AK","2018","AK620995","Pt Woronzof","ANCHORAGE","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"AK","2018","AK435441","Tony Knowles Coastal Trail","ANCHORAGE","Reporting","No advisory or closure","null","Yes","-","-","-","-","-","-","-"
"MD","2011","MD821457","Admiral Heights","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD821457","Admiral Heights","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD821457","Admiral Heights","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD608140","Annapolis Landing","ANNE ARUNDEL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD608140","Annapolis Landing","ANNE ARUNDEL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD608140","Annapolis Landing","ANNE ARUNDEL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD751497","Annapolis Sailing","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD751497","Annapolis Sailing","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD751497","Annapolis Sailing","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD435268","Arden On The Severn at Shore End","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD435268","Arden On The Severn at Shore End","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD435268","Arden On The Severn at Shore End","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD437635","Arden on the Severn at Oakview","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD437635","Arden on the Severn at Oakview","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD437635","Arden on the Severn at Oakview","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD981946","Arden on the Severn at Pullen","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD981946","Arden on the Severn at Pullen","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD981946","Arden on the Severn at Pullen","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD864770","Arden on the Severn at Valentine Creek","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD864770","Arden on the Severn at Valentine Creek","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD864770","Arden on the Severn at Valentine Creek","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD575256","Arundel on the Bay","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD575256","Arundel on the Bay","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD575256","Arundel on the Bay","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD701229","Atlantic Marina Resort","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD701229","Atlantic Marina Resort","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD701229","Atlantic Marina Resort","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD849376","Avalon Shores","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD849376","Avalon Shores","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD849376","Avalon Shores","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD624166","Bahama Beach","ANNE ARUNDEL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD624166","Bahama Beach","ANNE ARUNDEL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD624166","Bahama Beach","ANNE ARUNDEL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD254131","Bay Ridge Beach at Bay Drive","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD254131","Bay Ridge Beach at Bay Drive","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD254131","Bay Ridge Beach at Bay Drive","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD525064","Bay Ridge at Ogleton","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD525064","Bay Ridge at Ogleton","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD525064","Bay Ridge at Ogleton","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD854428","Bay Ridge at River Drive","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD854428","Bay Ridge at River Drive","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD854428","Bay Ridge at River Drive","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD308394","Bayberry","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD308394","Bayberry","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD308394","Bayberry","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD889664","Bayside Beach","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD889664","Bayside Beach","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD889664","Bayside Beach","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD734235","Bellview","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD734235","Bellview","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD734235","Bellview","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD337680","Beverly Beach","ANNE ARUNDEL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD337680","Beverly Beach","ANNE ARUNDEL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD337680","Beverly Beach","ANNE ARUNDEL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD356114","Camp Letts","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD356114","Camp Letts","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD356114","Camp Letts","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD454752","Camp Wabanna","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD454752","Camp Wabanna","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD454752","Camp Wabanna","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD870861","Camp Whippoorwill","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD771935","Camp Woodlands","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD785571","Cape Anne","ANNE ARUNDEL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD785571","Cape Anne","ANNE ARUNDEL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD785571","Cape Anne","ANNE ARUNDEL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD180594","Cape Arthur","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD180594","Cape Arthur","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD180594","Cape Arthur","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD765722","Cape McKinsey","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD765722","Cape McKinsey","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD765722","Cape McKinsey","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD967883","Cape St Claire at Lake Claire","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD967883","Cape St Claire at Lake Claire","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD967883","Cape St Claire at Lake Claire","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD973999","Cape St. Claire at Persimmon Point","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD973999","Cape St. Claire at Persimmon Point","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD973999","Cape St. Claire at Persimmon Point","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD689873","Cape St. John","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD689873","Cape St. John","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD689873","Cape St. John","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD206412","Carrollton Manor","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD206412","Carrollton Manor","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD206412","Carrollton Manor","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD441379","Cedarhurst","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD441379","Cedarhurst","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD441379","Cedarhurst","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD709990","Chandler Point","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD709990","Chandler Point","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD709990","Chandler Point","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD461894","Chesapeake Bay Foundation","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD562092","Chestnut Hill","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD562092","Chestnut Hill","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD562092","Chestnut Hill","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD648581","Cloverlea","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD648581","Cloverlea","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD648581","Cloverlea","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD947508","Colchester","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD947508","Colchester","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD947508","Colchester","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD659828","Deale Beach","ANNE ARUNDEL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD659828","Deale Beach","ANNE ARUNDEL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD850158","Edgewater Shadyside","ANNE ARUNDEL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD850158","Edgewater Shadyside","ANNE ARUNDEL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD611269","Edgewater Sunnyside","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD611269","Edgewater Sunnyside","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD611269","Edgewater Sunnyside","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD362694","Elizabeth Landing","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD362694","Elizabeth Landing","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD362694","Elizabeth Landing","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD276588","Epping Forest","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD276588","Epping Forest","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD276588","Epping Forest","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD743092","Fairhaven","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD743092","Fairhaven","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD743092","Fairhaven","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD329092","Fort Smallwood Park","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD953901","Fort Smallwood Park","ANNE ARUNDEL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD953901","Fort Smallwood Park","ANNE ARUNDEL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD329092","Fort Smallwood Park","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD329092","Fort Smallwood Park","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD953901","Fort Smallwood Park","ANNE ARUNDEL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD954026","Franklin Manor","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD954026","Franklin Manor","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD954026","Franklin Manor","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD938348","Galesville-County Pier","ANNE ARUNDEL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD938348","Galesville-County Pier","ANNE ARUNDEL","Historical","Inactive","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD474919","Glebe Heights","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD718480","Glen Isle","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD718480","Glen Isle","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD718480","Glen Isle","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD433305","Herald Harbor","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD433305","Herald Harbor","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD433305","Herald Harbor","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD286751","Herrington Harbor South","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD286751","Herrington Harbor South","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD286751","Herrington Harbor South","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD231310","High Point","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD231310","High Point","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD231310","High Point","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2011","MD252577","Highland Beach","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2009","MD252577","Highland Beach","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
"MD","2005","MD252577","Highland Beach","ANNE ARUNDEL","Reporting","No advisory or closure","null","Yes","-","Yes","-","Yes","-","-","-"
