"State Code","Year","Beach ID","Beach Name","County","Swim SeasonStart Date","Swim SeasonEnd Date","ReportingFrequency","ReportingUnits","Activity Sample","Actual StartDate","Actual StopDate","Action Duration","Description Text","Comment Text","Action Reason","Action Source","Action Indicator"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","13-JUL-15","14-JUL-15","2","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","25-JUL-17","25-JUL-17","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","15-JUN-17","16-JUN-17","2","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","17-AUG-15","20-AUG-15","4","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","03-AUG-15","03-AUG-15","1","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","03-JUL-18","03-JUL-18","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","13-JUL-17","13-JUL-17","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","12-JUL-16","12-JUL-16","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","19-JUN-18","19-JUN-18","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","29-JUL-16","29-JUL-16","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","13-JUL-16","13-JUL-16","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","26-JUL-16","26-JUL-16","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","28-JUL-16","28-JUL-16","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","15-JUN-04","15-JUN-04","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","22-JUN-04","22-JUN-04","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","04-JUN-04","04-JUN-04","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","07-JUL-04","07-JUL-04","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","22-JUL-04","22-JUL-04","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","29-JUL-04","29-JUL-04","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","10-JUN-04","10-JUN-04","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","05-AUG-04","05-AUG-04","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","26-AUG-04","26-AUG-04","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","13-AUG-04","13-AUG-04","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","24-AUG-04","24-AUG-04","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","24-AUG-05","24-AUG-05","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","15-JUL-05","19-JUL-05","5","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","19-AUG-05","23-AUG-05","5","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","Advisory","02-AUG-01","07-AUG-01","5","-","-","ELEV_BACT","STORM","E_COLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","20-JUL-06","24-JUL-06","5","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","21-JUL-14","22-JUL-14","2","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","24-AUG-14","25-AUG-14","2","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","17-AUG-14","17-AUG-14","1","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","20-AUG-14","20-AUG-14","1","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","28-JUL-14","28-JUL-14","1","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","24-JUN-11","24-JUN-11","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","25-JUN-11","25-JUN-11","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","17-JUN-11","17-JUN-11","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","23-JUN-11","23-JUN-11","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","24-JUN-11","24-JUN-11","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","26-JUL-11","26-JUL-11","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","25-JUN-11","25-JUN-11","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","17-JUN-11","17-JUN-11","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","12-JUL-11","12-JUL-11","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","29-JUN-12","29-JUN-12","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","04-JUL-12","04-JUL-12","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","19-JUL-12","20-JUL-12","2","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","19-JUN-12","19-JUN-12","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","20-JUN-12","21-JUN-12","2","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","26-JUN-12","26-JUN-12","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","24-AUG-11","24-AUG-11","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","28-AUG-11","28-AUG-11","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","28-JUL-11","29-JUL-11","2","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","30-JUL-11","30-JUL-11","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","11-AUG-11","11-AUG-11","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","20-JUL-11","20-JUL-11","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","21-JUL-11","21-JUL-11","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","18-JUN-13","18-JUN-13","1","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","25-JUN-13","25-JUN-13","1","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","18-AUG-12","18-AUG-12","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","30-AUG-12","30-AUG-12","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","28-JUL-12","28-JUL-12","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","11-AUG-12","11-AUG-12","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","17-AUG-12","17-AUG-12","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","21-JUL-12","21-JUL-12","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","26-JUL-12","26-JUL-12","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","27-JUL-12","27-JUL-12","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","06-AUG-13","07-AUG-13","2","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","28-AUG-13","28-AUG-13","1","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","13-AUG-13","15-AUG-13","3","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","29-JUL-13","29-JUL-13","1","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","31-JUL-13","01-AUG-13","2","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","25-AUG-13","27-AUG-13","3","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","08-JUL-13","09-JUL-13","2","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","22-JUL-13","24-JUL-13","3","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","Advisory","05-AUG-03","06-AUG-03","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","Advisory","14-JUL-03","15-JUL-03","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","Advisory","28-JUL-03","29-JUL-03","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","Advisory","30-JUL-03","31-JUL-03","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","Advisory","25-JUN-03","26-JUN-03","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","Advisory","07-JUL-03","08-JUL-03","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","Advisory","09-JUL-03","10-JUL-03","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","Advisory","16-JUN-03","17-JUN-03","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","Advisory","18-JUN-03","19-JUN-03","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","Advisory","12-JUN-01","19-JUN-01","7","-","-","ELEV_BACT","STORM","E_COLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","Advisory","11-JUN-03","12-JUN-03","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","Advisory","23-JUN-03","24-JUN-03","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","Advisory","26-JUL-00","03-AUG-00","8","-","-","ELEV_BACT","UNKNOWN","E_COLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","Advisory","09-AUG-01","17-AUG-01","8","-","-","ELEV_BACT","STORM","E_COLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","Advisory","16-AUG-00","24-AUG-00","8","-","-","RAINFALL","STORM","E_COLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","Advisory","16-AUG-00","24-AUG-00","8","-","-","ELEV_BACT","STORM","E_COLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","Advisory","21-JUN-00","27-JUN-00","6","-","-","ELEV_BACT","STORM","E_COLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","Advisory","21-JUN-00","27-JUN-00","6","-","-","RAINFALL","STORM","E_COLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","27-JUL-06","30-JUL-06","4","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","18-JUL-06","19-JUL-06","2","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","20-JUL-06","24-JUL-06","5","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","25-JUL-06","26-JUL-06","2","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","Advisory","02-AUG-01","07-AUG-01","5","-","-","ELEV_BACT","STORM","E_COLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","22-JUN-04","22-JUN-04","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","04-JUN-04","04-JUN-04","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","07-JUL-04","07-JUL-04","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","22-JUL-04","22-JUL-04","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","12-JUN-14","12-JUN-14","1","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","16-JUN-14","21-JUN-14","6","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","27-MAY-14","29-MAY-14","3","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","02-JUN-14","05-JUN-14","4","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","21-AUG-13","23-AUG-13","3","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","16-JUL-14","16-JUL-14","1","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","22-JUN-14","23-JUN-14","2","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","24-JUN-14","24-JUN-14","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","25-JUN-14","25-JUN-14","1","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","10-JUN-14","10-JUN-14","1","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","05-AUG-14","05-AUG-14","1","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","30-JUN-14","02-JUL-14","3","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","08-JUL-14","09-JUL-14","2","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","28-AUG-14","28-AUG-14","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","12-AUG-14","13-AUG-14","2","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","19-AUG-14","19-AUG-14","1","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","05-AUG-13","05-AUG-13","1","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","13-AUG-13","15-AUG-13","3","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","06-JUN-13","06-JUN-13","1","-","-","MODEL","UNKNOWN","OTHER"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","30-JUN-14","02-JUL-14","3","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","16-JUL-14","16-JUL-14","1","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","22-JUN-14","23-JUN-14","2","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","25-JUN-14","25-JUN-14","1","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","10-JUN-14","10-JUN-14","1","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","12-JUN-14","12-JUN-14","1","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","16-JUN-14","21-JUN-14","6","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","27-MAY-14","29-MAY-14","3","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","02-JUN-14","05-JUN-14","4","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","21-AUG-13","23-AUG-13","3","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","24-AUG-14","25-AUG-14","2","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","17-AUG-14","17-AUG-14","1","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","20-AUG-14","20-AUG-14","1","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","28-JUL-14","28-JUL-14","1","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","28-AUG-14","28-AUG-14","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","12-AUG-14","13-AUG-14","2","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","08-JUL-14","09-JUL-14","2","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","19-AUG-14","19-AUG-14","1","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CONTAM_ADV","21-JUL-14","22-JUL-14","2","-","-","MODEL","UNKNOWN","ECOLI"
"WI","2021","WI012139","Red Arrow Park Beach Manitowoc","MANITOWOC","-","-","-","-","CLOSURE","24-JUN-14","24-JUN-14","1","-","-","ELEV_BACT","UNKNOWN","ECOLI"
